id,博主名称,标题,正文内容,发布时间,点赞,收藏,评论,作者类型,叙述视角,内容主类型,是否涉及就医流程,是否涉及药物治疗,是否涉及共病/鉴别诊断,学习受影响,工作受影响,人际关系受影响,生活管理受影响,情绪管理受影响,是否直接引导自我判断,是否存在强共鸣式表达,是否提醒不要互联网诊断,是否建议寻求专业评估/医院就诊,是否提到早发性,是否提到跨情境性,是否提到持续性,是否提到功能损害,是否将普遍体验直接等同于ADHD,是否存在人格化/标签化/天赋化表达,是否存在商业导向,点赞数值,收藏数值,评论数值,作者类型标签,叙述视角标签,内容主类型标签,边界提醒
134,是车厘呀🥕,fake or real？ 你觉得adhd都有哪些症状？,"这些与你共鸣吗?
人们经常将ADHD简化为“古怪”或“容易分心”，但它会以影响我们生活中最亲密部分的方式表现出来，远没有表面如此简单！
	
图片来自外w的博主分享
	
#注意力分散 #专注力不集中 #大脑 #adhd阅读 #adhd #adhd症状 #adhd科普 #ADHD",2025-04-26,1019,259,166,5,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1019.0,259.0,166.0,普通泛生活博主,面向读者的科普/建议,症状共鸣/自我识别类,0
135,小k,新疆有可以检查adhd的医院吗,想带我11岁的妹妹看看adhd，因为她现在正准备考小升初，她的很多行为我觉得都能和adhd的症状对应上，且对于她这些有些时候无法控制的行为能感觉她十分内耗，想要早点带她去看看，但是因为我刚入职不久假期不多，只能先就近考虑，所以来问问有没有懂的网友#注意力分散 #adhd,2025-11-07,2,5,14,5,1,3,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,2.0,5.0,14.0,普通泛生活博主,第一人称亲历,确诊/就医流程类,1
136,同济ADHD刘飞医生,ADHD医生答疑bot开张了！欢迎入住！,"各位宝子，大家好啊！我是你们的大飞哥，目前在上海同济医院 ADHD 出诊！🏥​
今天跟大家说一个好消息！
	
就是大飞的 ADHD医生答疑 Bot 正式开张了！🎊
	
欢迎来到独属于我们的秘密基地！
在这里大家可以投稿📩任何可以帮助自己 / 他人  ADHDer 友好的生活方式和小妙招、小 tips、好物、建议、甚至是你在 ADHD 方面的邪修或者你 ADHD 方面有什么困扰和问题等等～​统统都可以在这里分享～💬​
投稿方式：以图片/ 文字的方式后台📧大飞哥即可 ！​
	
关于内容方面：
🚫暴力、侮辱、人身攻击、垃圾广告等原则性内容除此之外，我们会进行最小限度进行审稿✅，最大程度为你保留想分享的内容与想法​
同时能够允许之后将你内容或想法发布到同济 ADHD 刘飞医生这个账号上，我们会最大程度保护您的隐私问题！🔒​
	
大飞哥精力有限，会根据投稿内容或问题进行定期回复，谢谢大家的理解！🙏​
	
让飞哥陪各位宝子们看见自己独特的光芒，在这里与真实的自己温柔相拥，一起打造一个不需要伪装的空间，勇敢的做自己爱自己！可以在这里找到归属感！❤️​
	
欢迎来到大飞哥的 ADHD  Bot秘密基地～🎉🔒
#ADHD  #我在小红书聊心理 #adhd确诊 #成人ADHD   #新开张bot#bot #adhd #adhd自救 #adha症状 #新bot",2025-12-09,,收藏,评论,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,医生/医院/专业机构,面向读者的科普/建议,科普纠偏类,0
137,Sieben,突然意识到成人ADHD,"尤其是高智商代偿的，幼年期没被发现，是因为很多家长以成绩好坏判断孩子的脑子是否健康。
高智商代偿往往被认为是性格调皮活泼好动，跳跃性的思维被美化成“思维敏捷”，因为他们往往能在考试中取得非常好的成绩，父母便觉得其他的小缺点都是正常的，从而错失了幼年干预的机会，等到成年后往往是因为衍生的焦虑、抑郁等问题才被发现。
#成人ADHD #注意缺陷多动障碍",2024-08-20,2158,1091,368,4,2,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,2158.0,1091.0,368.0,疑似患者/自述困扰者,面向读者的科普/建议,症状共鸣/自我识别类,0
138,晚上好,我没招了吧。。。,咋ADHD和ASD共患的概率大，什么。是这样的，怀疑自己有ADHD而且副作用焦虑太影响学习了，我说要去确诊一下至少要整顿一下我的睡眠，然后在青衫做了好多量表如后图，本来只怀疑自己有ADHD的，啊啊啊啊结果高功能孤独症谱系障碍值有那么高。我还怀疑我BPD呢结果BPD只有2，哎呦我，如果真共患我真的会原谅自己的，原来我不是蠢笨只是脑子和别人不一样。。。#adhd #ADHD #成人ADHD #孤独症谱系障碍  #adhd和asd共患 #自闭症谱系,2025-10-17,62,31,73,4,1,6,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,62.0,31.0,73.0,疑似患者/自述困扰者,第一人称亲历,共病/鉴别诊断类,1
139,GrapeVine思维藤蔓（ADHD）,没有这些特点，就不要去看成人ADHD了！,"ADHD的确诊金标准，我来告诉你！
	
#注意力分散 #集中注意力 #专注力不集中 #注意力 #关注精神心理健康 #青少年心理 #精神状态 #ADHD #专注达",2025-09-25,712,370,187,3,2,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,712.0,370.0,187.0,患者/确诊者本人,面向读者的科普/建议,科普纠偏类,1
140,大豆老师,多动症VS自闭症VS阿斯伯格如何区分？,#多动症﻿ ﻿#自闭症﻿ ﻿#阿斯伯格﻿ ﻿#特殊儿童,2025-06-17,911,572,59,2,2,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,911.0,572.0,59.0,心理咨询/心理科普账号,面向读者的科普/建议,共病/鉴别诊断类,0
141,反内耗美少女,恍然大悟了…,"纯自我诊断了，不是严谨的论证！
我对数字很不敏感，学东西也是要理解原理才能记住，加上小时候家里氛围不好很敏感，导致前期总是显得比别人慢
	
在不熟悉的环境会很焦虑，注意力都在观察别人的情绪上，根本没法安心吸收知识，我要等没有人打扰的情况下再慢慢消化理解。在没有压力的环境下，学自己感兴趣的东西会很快，但是入门后就很难学精
	
问ai说前期收集资料需要比别人更多的时间。
可是一些很简单的事情我都学得很慢。有一阵特别焦虑去网上看大众🔮，说我是大器晚成，虽然给我一些心理安慰吧，但是我还是无法想象到底是什么样的契机。
	
晚上突然刷到一条关于adhd开智的帖子，说因为前额叶发展比别人慢，我就瞬间接受了这个说法！如果是这样那确实可以解释“后期人格”，而且前额叶还会受情绪影响，越是焦虑紧张就越无法集中注意力。
	
所以我决定最近先研究一下怎么激活前额叶区。第一步就是先保证充足睡眠。
	
晚安啦！大家。#INTP",01-20,157,72,8,4,1,6,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,157.0,72.0,8.0,疑似患者/自述困扰者,第一人称亲历,共病/鉴别诊断类,0
142,HeyaFiona,突然理解了为啥很多trader都是ADHD……,"无意中刷到同行的post，图2&3 credit to @-XXXXC-
突然发现以前一直没有搞明白过ADHD到底是这么
原来这些ADHD的症状我好像都有……
	
短期记忆力差✔️
注意力不集中✔️
思维天马行空✔️
脾气急躁没有耐心✔️
	
是时候去做个正儿八经的test了
	
#trader #adhd症状 #伦敦金融城 #hedgefund #开工大吉 #节后综合症自救指南 #留在牌桌上",2025-02-15,1816,878,134,4,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1816.0,878.0,134.0,疑似患者/自述困扰者,第一人称亲历,症状共鸣/自我识别类,1
143,ADHD 猫住！,ADHD 一些日常 be like （第一弹）,"1.经常迟到，就算是提前规划了也很容易因为磨蹭或其他原因而迟到，本质上对时间感知度不强。
	
2.表达能力很差，过度追求信息输出时的完整度，导致最后说的一团乱，自己忘了说到哪里，对方听得一头雾水。词语经常用不准确，感觉不像母语者。
	
3.记性很差，放假回来不记得放假前的工作进度或学习进度，仿佛失忆。
	
4.拖延症晚期患者，憋尿憋屎，工作不到 ddl 无法提交，往往是最后期限的半个小时内疯狂做，最后惊险提交。
	
5.容易上瘾，延迟满足对于 adhd 来说很痛苦，想要最好立马得到。
	
6.很容易情绪化，但是无法将情绪完整表达，吵架 always 处于劣势，吵架时逻辑处于劣势，因此经常陷入无能狂怒的处境。
	
7.从小就是父母老师口中的粗心小孩，考试检查很多遍也还是容易因为粗心而犯错…
	
8.听别人讲话很难专注，往往听着听着思维就开始飘走，光看着对方嘴巴一张一合。
	
9.工作学习需要保持绝对的安静环境，一点点声音都会被吸引走注意力。
	
10.看到这一条已经有点看不下去，下一篇再写吧。
	
#ADHD #ADHD自救 #ADHD儿童 #adhd #adhd症状 #一键查询我的精神状态 #adhd科普 #精神稳定发疯 #活人微死 #焦虑",4天前 浙江,935,149,42,4,2,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,935.0,149.0,42.0,疑似患者/自述困扰者,面向读者的科普/建议,症状共鸣/自我识别类,0
144,李安童,你不是懒‼️而是成人ADHD😱,"成人ADHD（成人多动症）是指成年人在注意力方面存在问题，比如注意力不集中、冲动、好动等。这种情况可能给生活和工作带来很大困扰，影响工作效率、社交能力和自我管理等。
成人ADHD的14个特征：
1️⃣思维天马行空
2️⃣做事情没有常规的顺序
3️⃣没法深入思考
4️⃣理解事情后很聪明，经常被人说很有想法
5️⃣短期记性很差
6️⃣丢三落四
7️⃣严重阅读障碍
8️⃣三分钟热度，很难坚持任何一件事
9️⃣偶尔碰到感兴趣的事情，行动力极强，非常容易上头
🔟极度讨厌做家务整理房间
1️⃣1️⃣重度拖延
1️⃣2️⃣嘴巴比脑子快
1️⃣3️⃣焦虑
1️⃣4️⃣很难控制自己的情绪
#不懂就问有问必答 #成人ADHD #ADHD #成人adhd的自救 #女性ADHD #心理咨询 #拖延症 #拯救拖延症",2024-09-16,1493,806,148,2,2,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1493.0,806.0,148.0,心理咨询/心理科普账号,面向读者的科普/建议,症状共鸣/自我识别类,0
145,昭宜 Zoey,天塌了！我在小红书确诊ADHD,"起因是我的崽子实在太活泼了，除了睡觉时间，只要睁眼他没有一刻钟是闲着的，一直玩玩玩，全家人轮番上阵照顾他都快累死了。
长辈还很开心，觉得调皮的孩子很聪明，但是学习了功能医学的我，敏锐的意识到他可能是个A娃，合并他睡眠质量差这个情况，八九不离十
当我在小红书搜索相关案例的时候，看到了已经确诊的姐妹@我睡觉的时候不困
什么？跟我一模一样？原来我就是AD？！！！！
天塌了
1️⃣我小学的记忆是缺失的，3岁以前记忆没有可以理解，可是我五年级前的记忆都少的可怜！最多只能想起来十几件事，再多努力回想，大脑只有一片空白
2️⃣我情绪激动的时候会全身发抖，无力
3️⃣我上学的时候也会发作性睡病，站着都能睡着，拧我都不醒
4️⃣我是空心人，和家人朋友相处都淡淡的，对物欲也淡淡的，哪怕我心里觉得他们非常重要，也不怎么跟他们聊天，就是单纯的想不起来
5️⃣睡眠质量差，多年便秘，过敏体质
6️⃣自控力差，特别喜欢在脑子里幻想和编故事，思绪飘渺，经常飞到十万八千里
7️⃣启动障碍，一件事一直拖着不做，做了就很难停下来，停下后又很难切换另一件事
而且我可能还合并了阿斯伯格症状，因为所有需要社交的场合对我来说都非常痛苦，我只是伪装成在社交而已
并且我在enfp 和infp 之间反复横跳
天呐，光总结就能想象我每天有多内耗了！！！
怪不得我会抑郁，怪不得我会乳腺结节，怪不得我的Vc耐受量比身边人大十几二十倍，原来一切有迹可循。
我自己通过功能医学干预，睡眠质量好很多了，便秘也没了，所以我很多症状都减轻了
至于崽子，唉，幸好他现在才1岁，三岁之前都有机会修正或逆转，我会慢慢努力的",2024-09-21,509,196,44,4,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,509.0,196.0,44.0,疑似患者/自述困扰者,第一人称亲历,症状共鸣/自我识别类,0
